word_category_id,name,difficulty
2,استیکر,2
2,آنلاین,2
2,کامپیوتر,2
2,GPS,1
2,wifi,1
2,اینترنت,2
2,اطلاعات,2
2,حافظه داخلی,2
2,مموری,2
2,بلوتوث,1
2,سیستم عامل,2
2,سخت افزار,1
2,نرم افزار,1
2,اپلیکیشن,2
2,تبلت,1
2,اپل  ,1
2,موس,1
2,مانیتور,2
2,تاچ,1
2,فتوشاپ,1
2,هندزفری,2
2,هدست,1
2,بازار,1
2,اس ام اس,1
2,گوگل,1
2,یاهو,2
2,فیسبوک,2
2,یوتیوب,2
2,ویکی پدیا,3
2,آمازون,1
2,توییتر,2
2,آپارات,2
2,دی جی کالا,2
2,موزیلا ,3
2,گوگل کروم,2
2,باتری,2
2,وایبر,2
2,سی دی,2
2,ویبره,2
2,سلفی,2
2,وبلاگ,3
2,کپشن,2
2,اندروید ,2
2,ios,1
2,ویندوز فون,3
2,پاوربانک,1
2,شارژر,1
2,کابل گوشی,3
2,قلم لمسی,3
2,لپ تاپ,1
2,ایسوس,2
2,توشیبا,3
2,دل,1
2,سونی,2
2,نوکیا,2
2,اچ تی سی,2
2,سامسونگ,1
2,فلش,1
2,canon,1
2,نیکون,3
2,لنز دوربین,2
2,کارت حافظه,3
2,کارت گرافیک,3
2,کیس,2
2,کارت شبکه,3
2,هارد اکسترنال,2
2,پرینتر,2
2,اسکنر,2
2,لیزر,2
2,تخته هوشمند,2
2,اِل جی,2
2,سینما خانگی,2
2,کلیک,2
2,share,2
3,اسکلت,2
3,مفصل,2
3,رباط,1
3,ماهیچه,2
3,تاندون,2
3,دهان,1
3,دندان,1
3,غدد بزاقی,3
3,حلق,2
3,مری,2
3,معده,1
3,روده کوچک,1
3,روده بزرگ,1
3,کبد,1
3,کیسه صفرا,2
3,حنجره,1
3,ریه,2
3,کلیه,2
3,غده هیپوفیز,2
3,قلب,1
3,مویرگ,2
3,مغز استخوان,2
3,مغز  ,1
3,مخچه,1
3,عصب ,2
3,نخاع,1
3,چشم,1
3,قرنیه,2
3,عدسی,2
3,گوش,1
3,لاله گوش,1
3,پرده گوش,1
3,حلزون گوش,2
3,زبان,1
3,پوست,1
3,گردش خون,2
3,گلبول سفید,2
3,گلبول قرمز,1
3,خشم,2
3,هیجان,2
3,نگرانی,3
3,ترس,1
3,افسردگی,2
3,تنهایی,2
3,احترام,1
3,تاسف,3
3,سرما خوردن,1
3,آغوش,1
3,دپرس,2
3,عشق,1
3,پوز خند,3
3,گریه و زاری,2
3,عرق سرد,1
3,چشمک,1
3,تفکر,2
3,امیدوار,2
3,باور,3
3,خواب,1
3,خواب آلود,1
3,چُرت,1
3,خمیازه,2
3,خنده,1
3,اخمو,1
3,عصبانی,2
3,سر بلند,2
3,پیروز,2
3,چانه,1
3,کودن,2
3,درونگرا,2
3,برونگرا,2
3,سازگار,3
3,قدرت,1
3,حریم شخصی,3
3,بازو,1
3,سوزش,2
3,خارش,1
3,درد,1
3,انتخاب,1
3,تظاهر,3
3,اعتقاد,2
3,نگرش,3
3,انرژی مثبت,2
3,انرژی منفی,3
3,حس بویایی,2
3,حس چشایی,2
3,حس شنوایی,2
3,حس لامسه,1
3,حس بینایی,2
3,غریزه,3
3,بالغ,2
3,جوان,1
3,نوجوان,1
3,میانسال,2
3,کودک,1
3,زیر چشمی,2
3,اعتماد به نفس,2
3,سخن,2
3,کلام,3
3,گفت و گو,1
3,مشاجره,3
3,رسمی,2
3,غیر رسمی,3
3,سوء تفاهم,3
3,لبخند,1
4,لب و لوچه,2
4,جوگیر,3
4,آب و تاب,2
4,آب و جارو,2
4,آبروریزی,3
4,آرزو به دل,3
4,آس و پاس,3
4,آشپزباشی,2
4,آش و لاش,2
4,اسم و رسم,3
4,اشک شوق,1
4,اصل مطلب,3
4,اصل کاری,3
4,افاده,2
4,انگشت به دهن,1
4,بابا قوری,3
4,زیر بار رفتن,3
4,بال بال زدن,1
4,بخت برگشته,3
4,بد ترکیب,3
4,بد جنس,2
4,بد قلق,3
4,چشم زدن,2
4,بد و بی راه,3
4,بربر نگاه کردن,3
4,بر بیابان,3
4,برملا,2
4,بروبیا,2
4,بساط,1
4,بگو مگو,3
4,آسمان خراش,2
4,دست انداختن,2
4,بند باز,2
4,بو بردن,3
4,بوسیدن,2
4,به محض,3
4,بی برو برگرد,3
4,بیخ,2
4,بیخودی,3
4,بی خیال,2
4,بی دردسر,3
4,بی سر و پا,3
4,دل و دماغ,2
4,بی عرضه,3
4,بی گدار,3
4,بی هوا,3
4,از پا درآوردن,3
4,از پا افتادن,3
4,پاورچین,2
4,شیربها,2
4,پچ پچ,1
4,پخ,1
4,پخمه,3
4,پرت و پلا,3
4,پرسان پرسان,3
4,پرس و جو,2
4,پرسه زدن,3
4,پس زدن,2
4,پف کردن,2
4,پَکر,3
4,پُک زدن,2
4,پک و پوز,3
4,پوزه,1
4,پول و پله,3
4,پیش کش,3
4,تار و مار,2
4,تازه وارد,2
4,تپل مپل,2
4,خیال تخت,2
4,تخم چشم,1
4,تردستی,2
4,ترشیده,2
4,ترکه,2
4,ترکیدن,2
4,ترگل ورگل,3
4,تر و تمیز,2
4,فرز,2
4,تر و خشک,1
4,تقدیر,3
4,تک و تنها,2
4,تلافی کردن,2
4,به تله افتادن,3
4,تمام و کمال,3
4,تن دادن,3
4,تنگ آمدن,3
4,توبره,3
4,توپیدن,3
4,ته کشیدن,3
4,ته مانده,2
4,جا به جا,2
4,جا خالی,2
4,خالی بند,2
4,جادو جنبل,3
4,جارچی,3
4,جار زدن,3
4,جا زدن,3
4,جون به لب,3
4,جدا جدا,2
4,جر و بحث,2
4,جک و جونور,3
4,جلز ولز,2
4,جمع و جور,1
4,جنبیدن,3
4,جنبنده,3
4,قات زدن,3
4,جور کردن,3
4,چارقد,1
4,چاق و چله,2
4,چال کردن,3
4,چپوندن,2
4,فلنگ را بستن,3
4,چراغ موشی,3
4,چرب زبانی,3
4,چریدن,2
4,چرت زدن,1
4,چرخ زدن,3
4,بزنم به تخته,1
4,چشم به راه,2
4,چشم غره,2
4,چلاق,3
4,چله تابستان,2
4,چله زمستان,2
4,چماق,2
4,چم و خم,3
4,چندر غاز,3
4,چنگ انداختن,2
4,چون و چرا,3
4,چونه زدن,1
4,چهار نعل,2
4,بچه مثبت,2
4,حال و هوا,2
4,حال و احوال,2
4,حال و روز,3
4,حالا حالاها,3
4,پدر سوخته,2
4,حرف کشیدن,3
4,حساب بردن,3
4,حسابی,2
4,حظ کردن,3
4,حقه زدن,3
4,حقه باز,3
4,حلال کردن,2
4,جیم شدن,3
4,حمال,2
4,حواس پرت,3
4,حیف شدن,3
4,خاطر خواه,3
4,دلبر,2
4,خاک سپاری,2
4,خاک و خل,3
4,خانه تکانی,2
4,خانه خراب,2
4,خجالت زده,3
4,خداخدا کردن,3
4,خرت و پرت,3
4,خر تو خر,1
4,خرخره,1
4,خرد و خاکشیر,3
4,خرد و خمیر,3
4,خر کردن,2
4,خرناس,2
4,خر و پف,1
4,خروس بی محل,2
4,خستگی در کردن,2
4,خشک زدن,3
4,خشک و خالی,2
4,خل و چل,3
4,خلاص شدن,3
4,خنگ بازی,3
4,خورجین,2
4,خوش و بش,3
4,خیز برداشتن,3
4,آمار دادن,3
4,آویزون,2
4,آیکیو,2
4,پیچوندن,2
4,تو کف بودن,3
4,تیکه انداختن,2
4,خفن,3
4,سه سوت,1
4,سیاه بازی,2
4,ضایع شدن,2
4,فک زدن,2
4,لایی کشیدن,2
4,آشغال کله,2
5,کریستیانو رونالدو,2
5,لیونل مسی,2
5,رونالدینیو,2
5,چهار چهار دو,1
5,نیوکمپ,2
5,آ اس رم,2
5,فرانچسکو توتی,2
5,دیوید بکهام,2
5,ریوالدو,2
5,لیورپول,2
5,آرسنال,2
5,منچستر یونایتد,2
5,منچستر سیتی,2
5,تیر دروازه,2
5,فرانک ریبری,2
5,آرین روبن,2
5,توماس مولر,2
5,کاکا,2
5,نیمار,2
5,اینتر میلان,2
5,بایرن مونیخ,2
5,هامبورگ,2
5,حسین کعبی,2
5,فیگو,2
5,ضربه آزاد,2
5,مستطیل سبز,2
5,وحید شمسایی,2
5,مهدی طارمی,2
5,آرش برهانی,2
5,جام جهانی,2
5,چمپیونز لیگ,2
5,وقت اضافه ,2
5,تابلو تعویض,2
5,سرمربی,2
5,لایی,2
5,روپایی,2
5,نیکبخت واحدی,2
5,سانتر,2
5,کفش طلا,2
5,آقای گل,2
5,سپ بلاتر,2
5,آرسن ونگر,2
5,الهلال عربستان,2
5,الاهلی امارات,2
5,لوشامپیونه,2
5,پلی آف,2
5,آوراژ گل,2
5,دفاع اتوبوسی,2
5,تیکی تاکا,2
5,عادل فردوسی پور,2
5,مهدی مهدوی کیا,2
5,علی کریمی,2
5,علی دایی,2
5,احمدرضا عابدزاده,2
5,فرهاد مجیدی,2
5,جواد خیابانی,2
5,علی پروین,2
5,ناصرحجازی,2
5,کیروش,2
5,جواد نکونام,2
5,خداداد عزیزی,2
5,ورزشگاه آزادی,2
5,شموشک نوشهر,2
5,تکل,1
5,کرنر,2
5,آفساید,2
5,تماشاگر نما,2
5,حمید استیلی,2
5,توپ دولایه,2
5,زمین خاکی,2
5,قیچی برگردون,2
5,نیما نکیسا,2
5,مهرداد میناوند,2
5,رضا شاهرودی,2
5,خسرو حیدری,2
5,مجید حاج رضایی,2
5,دکتر صدر,2
5,افشین پیروانی,2
5,شاغلام,2
5,فیروز کریمی,2
5,ایشی زاکی,2
5,سوباسا,2
5,سه پنج دو,2
5,سرهنگ علیفر,2
5,نود,2
5,بین دو نیمه,2
5,سوت پایان,2
5,اخطار,2
5,کارت قرمز,2
5,کارت زرد,2
5,بوندسلیگا,2
5,لالیگا,2
5,پرسپولیس,2
5,استقلال,2
5,تراکتورسازی,2
5,ملوان انزلی,2
5,هادی نوروزی,2
5,جام حذفی,2
5,لیگ برتر,2
5,کمیته انضباطی,2
5,توپ طلا,2
5,محمد الدعایه,2
5,کولینا,2
5,رختکن,2
5,هافبک,2
5,وحید هاشمیان,2
5,علی انصاریان,2
5,پژمان جمشیدی,2
5,سوپر کاپ,2
5,مارسلو,1
5,سرخیو راموس,2
5,گرت بیل,2
5,مانوئل نویر,2
5,آندرس اینیستا,2
5,پتر چک,1
6,اره ماهی,2
6,اسب دریایی,2
6,هشت پا,1
6,سفره ماهی,2
6,شاه ماهی,2
6,آخوندک,2
6,شیر ماهی,2
6,عروس دریایی,2
6,فُک,3
6,عقرب,1
6,قزل آلا,1
6,کوسه,1
6,مارمولک,1
6,مار ماهی,2
6,نهنگ,1
6,وال,1
6,گرگ,1
6,روباه,1
6,خرس,1
6,گاو  ,1
6,خرس قطبی,2
6,گوساله,1
6,قاطر,2
6,خرس پاندا,2
6,ببر,1
6,الاغ,1
6,گوسفند,1
6,شیر,2
6,پلنگ,1
6,بره,1
6,کفتار,2
6,بز,1
6,بزغاله,2
6,فیل  ,2
6,خوک,1
6,گراز,2
6,گورخر,1
6,زرافه,1
6,بوفالو,3
6,شتر,1
6,گربه,1
6,سگ,1
6,راکون,3
6,موش,1
6,راسو,1
6,خفاش,1
6,سگ آبی,2
6,سنجاب,1
6,کانگورو,1
6,خرس تنبل,2
6,خرگوش,1
6,جوجه تیغی,2
6,گوزن شمالی,2
6,موش کور,1
6,گور کن,2
6,گوزن  ,1
6,میگو,2
6,گوریل,2
6,میمون,2
6,شامپانزه,1
6,اسب آبی,2
6,موش صحرایی,2
6,مار  ,1
6,لاک پشت,1
6,سوسمار,2
6,تمساح,1
6,گاومیش,2
6,مرغ,1
6,اردک,1
6,کرم ابریشم,2
6,کبوتر,1
6,غاز,2
6,ماهی قرمز,2
6,قناری,2
6,طوطی,2
6,زنبور عسل,1
6,طاووس,1
6,مرغ عشق,2
6,قورباغه,1
6,قرقاول,2
6,حلزون,1
6,قو ,2
6,مگس,1
6,آفتاب پرست,1
6,شغال,2
6,کرگدن,2
6,یوزپلنگ,2
6,ملخ,1
6,مورچه  ,1
6,بلبل,1
6,پرستو,2
6,خرچنگ,1
6,لک لک,2
6,عقاب,1
6,کلاغ,1
6,مرغ ماهی خوار,2
6,پشه,1
6,خرمگس,1
6,سوسک,1
6,موریانه,2
6,کک,2
6,سنجاقک,2
6,شب پره,2
6,پروانه,1
6,جیرجیرک,2
6,خر خاکی,2
6,بلدرچین,2
6,پنگوئن,1
6,جغد,1
6,هدهد,2
6,خروس,1
6,دارکوب,1
6,زاغ,2
6,شاهین,2
6,فلامینگو,2
6,کاسکو,2
6,کرکس,2
6,گنجشک,1
6,مرغابی,2
7,آفتابگیر,2
7,آنتن ,1
7,آینه عقب,2
7,اتاق خوردو,3
7,قفل مرکزی,3
7,چراغ راهنما,1
7,چراغ ترمز,1
7,ترمز دستی,2
7,بادامک,2
7,باربند,1
7,باک,1
7,برف پاک کن,1
7,سیلندر,2
7,بوش,2
7,بوق,1
7,پدال گاز,1
7,پدال ترمز,1
7,پدال کلاچ,1
7,پلوس,3
7,پمپ آب,1
7,پمپ بنزین,2
7,گیربکس,2
7,کیلومترشمار,2
7,روکش صندلی,2
7,پیچ و مهره,2
7,ترمز  ,1
7,ترموستات,2
7,تیوپ,2
7,چرخ,1
7,جعبه دنده,2
7,جعبه فرمان,2
7,جلو پنجره,2
7,جَک,1
7,چراغ خطر,3
7,داشبورد,1
7,دور موتور,2
7,آمپر آب,2
7,آمپر بنزین,2
7,رادیاتور,2
7,سرسیلندر,2
7,سوئیچ,2
7,سیفون بنزین,2
7,سیم ترمز,2
7,سیم کلاچ,2
7,دلکو,3
7,فرمان,1
7,فیلتر روغن,2
7,فیلتر بنزین,2
7,فیلتر هوا,2
7,جعبه فیوز,2
7,قفل فرمان,1
7,کاپوت ,1
7,کاربراتور,2
7,گلگیر,2
7,لِنت,2
7,لوله اگزوز,1
7,میل فرمان,2
7,میل لنگ,2
7,یاتاقان,2
7,تسمه دینام,3
7,ایربگ,2
7,ای بی اس,2
7,کروز کنترل,2
7,موتور,1
7,واشر,2
7,پنچر,1
7,پلاتین,2
7,پراید,2
7,تیبا,2
7,بنز,1
7,پژو 405,1
7,زانتیا,2
7,پورشه,2
7,رولزرویس,2
7,فورد,2
7,شورولت,1
7,نیسان,2
7,تویوتا,2
7,هیوندا,2
7,پیکان,2
7,فراری,2
7,لامبورگینی,2
7,بوگاتی,2
7,بنتلی,3
7,آستن مارتین,2
7,ولوو,2
7,بیوک,2
7,مگان,2
7,رنو,1
7,پارکینگ,2
7,لکسوس,2
7,آئودی,2
7,ام جی,2
7,آلفارومئو,2
7,سمند,1
7,جیپ,2
7,جگوار,2
7,دوج,2
7,کامارو,2
7,فیات,3
7,کیا,2
7,مزدا,2
7,دوو,2
7,مازراتی,2
7,کامیون,2
7,تراکتور,1
7,تریلی,2
7,بنز خاور,3
7,اتوبوس,1
7,مینی بوس,2
7,جرثقیل,2
7,رینگ اسپُرت,2
8,سیب,2
8,توت,1
8,گلابی,2
8,بِه ,2
8,زرد آلو ,1
8,گیلاس,2
8,آلو,1
8,هلو ,1
8,تمشک,2
8,زرشک,1
8,انگور,1
8,شاه توت ,2
8,خرمالو,2
8,خرما,1
8,خربزه,1
8,هندوانه,1
8,طالبی,2
8,توت فرنگی,2
8,انجیر,2
8,انار ,1
8,گریپ فروت,2
8,لیمو ترش,2
8,پرتقال ,1
8,موز ,1
8,انبه,1
8,آناناس,1
8,فندق ,1
8,گردو,1
8,بادام,1
8,نارگیل,2
8,بادام زمینی,2
8,تخمه آفتابگردان,1
8,بادام هندی,2
8,آلبالو,1
8,پسته,1
8,نارنگی,2
8,تمر هندی,2
8,گوجه,1
8,نارنج,1
8,تخمه ژاپنی,2
8,کشمش,1
8,کنجد,1
8,آدامس,1
8,چیپس,2
8,پاپ کورن,2
8,سمنو,1
8,سمبوسه,1
8,پلو,1
8,سبزی پلو,2
8,ته دیگ,2
8,زرشک پلو,1
8,عدس پلو,1
8,زولبیا,2
8,بامیه,2
8,بستنی,2
8,پاستیل,2
8,حلوا,1
8,ژله,1
8,شیرینی خامه ای,2
8,کیک یزدی,2
8,قطاب,2
8,شکر,1
8,شله زرد,1
8,شیر برنج,2
8,عسل,1
8,فالوده,1
8,شکلات,1
8,مربا,1
8,قند,1
8,کیک شکلاتی,2
8,پشمک,1
8,کلوچه,1
8,پیراشکی,2
8,خورشت قورمه سبزی,2
8,پیاز,2
8,ذرت,1
8,زیتون,2
8,فلفل,1
8,قارچ,1
8,کاهو,1
8,کرفس,2
8,کلم,1
8,هویج,2
8,خیار,2
8,نعناع,1
8,کیوی,2
8,دوغ,1
8,قهوه,1
8,نوشابه,1
8,آب قند,1
8,آش رشته,1
8,ماکارونی,2
8,حلیم,2
8,سوپ,1
8,سس,1
8,املت,1
8,ترشی,2
8,نان سنگک,1
8,تن ماهی,2
8,جگر,1
8,زبان گوسفند,2
8,سوسیس,2
8,کباب برگ,2
8,کباب کوبیده,2
8,جوجه کباب,1
8,تخم مرغ,1
8,خامه,1
8,ماست,1
8,کشک,1
8,کره,1
8,روغن,1
8,پنیر,2
8,بال مرغ,2
8,آبگوشت,1
8,دیزی,2
8,کله پاچه,1
8,همبرگر,1
8,سالاد,1
8,سالاد شیرازی,2
8,لازانیا,2
8,پیتزا,2
8,چیز برگر,2
8,ساندویچ,2
8,فلافل,1
8,آب,1
8,چای,2
8,کیک ,2
8,شام,1
8,ناهار,1
8,صبحانه,1
8,عصرانه,1
8,سالاد الویه,2
8,سیرابی,2
9,امتحان کتبی,2
9,امتحان شفاهی,2
9,انجمن اولیاء و مربیان,3
9,کارنامه,1
9,امتحان نهایی,2
9,آنتن کلاس,3
9,زنگ تفریح,2
9,زنگ آخر,1
9,صَف,1
9,تقلب,1
9,کیف مدرسه,2
9,شب امتحان,1
9,زنگ ورزش,1
9,معلم,1
9,ناظم,1
9,سرایدار,2
9,کتابخانه,1
9,آزمایشگاه,2
9,ادبیات,2
9,ریاضی,2
9,علوم,1
9,دین و زندگی,2
9,عربی,2
9,دستور زبان فارسی,3
9,انگلیسی,2
9,فیزیک,2
9,جغرافیا,2
9,حرفه و فن,2
9,آمادگی دفاعی,2
9,تاریخ,2
9,شیمی,2
9,هندسه,1
9,آمار,2
9,خط کش,1
9,دفتر نقاشی,2
9,شاگرد,1
9,همکلاسی,2
9,نمره انضباط,2
9,حل تمرین,3
9,جلد کتاب,1
9,گونیا,2
9,پرگار,1
9,تابع,3
9,عدد صحیح,3
9,عدد حقیقی,3
9,منها,1
9,جمع,1
9,تقسیم,2
9,انتگرال,2
9,مشتق,2
9,توان,2
9,درجه,2
9,رادیکال,2
9,اعداد زوج,1
9,اعداد فرد,1
9,مدیر,2
9,معادله,2
9,سینوس,2
9,کسینوس,2
9,تانژانت,1
9,کتانژانت,1
9,زاویه,2
9,موازی,2
9,محیط,2
9,مساحت,1
9,تفاضل,3
9,عدد پی,2
9,بینهایت,2
9,اتم ,1
9,مولکول,2
9,نیوتن,2
9,رسانا,2
9,چگالی,3
9,بقای انرژی,3
9,طول جغرافیایی,2
9,انیشتین,2
9,گالیله,3
9,عدد کوانتمی,3
9,نقطه جوش,2
9,نقطه ذوب,3
9,تقطیر,3
9,دو بیتی,2
9,قصیده,2
9,مثنوی,2
9,غزل,2
9,ماضی نقلی,3
9,ماضی بعید,3
9,مضارع اخباری,3
9,ماضی استمراری,3
9,ماضی ساده,3
10,آتلیه عکاسی,2
10,آژانس مسافرتی,3
10,آهنگری,2
10,نمایشگاه ماشین,2
10,ساندویچی,2
10,استخر,1
10,باشگاه بدنسازی,2
10,برشکاری,3
10,برقکار,1
10,نقاش,1
10,پارچه فروشی,2
10,کارمند شهربازی,3
10,پرده فروشی,2
10,پوشاکی,3
10,تالار ,1
10,رفتگر,1
10,دکوراسیون داخلی,3
10,بساز بفروش,2
10,خیاط,2
10,خشکشویی,2
10,چایخانه,2
10,زندان بان,2
10,سمساری,2
10,کارمند صدا و سیما,3
10,مجری,2
10,بازیگر,2
10,نویسنده,2
10,گریمور,2
10,فیلمبردار,2
10,عینک فروشی,2
10,ساعت فروشی,2
10,کافی شاپ,2
10,کارواش,1
10,کتابفروشی,2
10,کفاشی,2
10,کلید ساز,2
10,گلدوزی,2
10,گلفروشی,2
10,فروش لوازم خانگی,3
10,لوازم یدکی,3
10,پیک موتوری,2
10,خلبان,1
10,پستچی,2
10,میوه فروشی,2
10,مسافرخانه,1
10,سوپر مارکت,1
10,خوشنویسی,2
10,ورزشگاه,1
10,وکیل,2
10,چاپخانه,2
10,پارکبان,1
10,خطاط,1
10,کاسب,3
10,نگهبان,1
10,آبدارچی,2
10,بنا,1
10,گدایی,2
10,برنامه نویس,2
10,کارگردان,1
10,تهیه کننده,2
10,فیلم نامه نویس,2
10,گرافیست,2
10,لوله کش,1
10,مجسمه ساز,2
10,ویراستار,2
10,کشاورز,1
10,در و پنجره ساز,2
10,روانشناس,1
10,صافکار,1
10,ستاره شناس,1
10,فیزیکدان,2
10,فضانورد,1
10,منشی,2
10,مترجم,1
10,فالگیر,2
10,دزد,1
10,چشم پزشک,1
10,قاضی,2
10,کلاه بردار,1
10,گارسون,1
10,نجات غریق,2
10,تاسیسات,3
10,آرشیتکت,2
10,تصویر بردار,3
10,دی جی,2
10,ملوان,1
10,ناخدا,1
10,بازاریاب,2
10,حمومی,2
10,خرازی,2
10,پلیس,2
10,نمد بافی,3
10,قاچاقچی,2
10,نساجی,2
10,سفالگری,2
10,رنگرزی,3
10,ماساژور,1
10,صدا بردار,2
10,نورپرداز,2
10,صوتی تصویری,3
10,عتیقه فروش,2
10,گلسازی,3
10,ابزار فروش,2
10,دستفروش,1
10,شعبده باز,1
10,رَمال,2
10,جنگل بان,1
10,مزون عروس,2
10,قنادی,2
10,شهردار,1
10,فرماندار,2
10,وزیر کشور,2
10,سرباز,1
11,الناز شاکردوست,2
11,امیر جعفری,2
11,ارژنگ امیرفضلی,3
11,امین حیایی,2
11,اکبر عبدی,2
11,باراک اوباما,1
11,لئوناردو داوینچی,2
11,پیکاسو,2
11,بهنوش بختیاری,2
11,برزو ارجمند,3
11,بهرام رادان,2
11,بهاره رهنما,1
11,پرویز پرستویی,2
11,پژمان بازغی,2
11,پوریا پورسرخ,3
11,ترانه علیدوستی,2
11,اصغر فرهادی,2
11,جواد رضویان,2
11,دونالد ترامپ,1
11,حامد بهداد,3
11,حمید لولایی,2
11,حمید گودرزی,3
11,خسرو شکیبایی,2
11,داریوش ارجمند,3
11,رامبد جوان,1
11,رضا عطاران,1
11,رضا شفیعی‌جم,2
11,رضا کیانیان,3
11,سروش صحت,2
11,شکیرا,2
11,سام درخشانی,2
11,سحر قریشی,2
11,سیامک انصاری,2
11,اِبی,2
11,گاندی,2
11,عمو پورنگ,1
11,شادمهر عقیلی,2
11,شهاب حسینی,2
11,شاهرخ استخری,2
11,فرامرز آصف,3
11,بیژن مرتضوی,3
11,علیرضا خمسه,2
11,گلشیفته فراهانی,2
11,لیلا فروهر,2
11,شهاب تیام,3
11,محمدرضا هدایتی,2
11,محسن تنابنده,1
11,محمدرضا گلزار,1
11,محمدرضا شریفی‌نیا,2
11,مهناز افشار,1
11,مازیار فلاحی,2
11,نیکی کریمی,3
11,نیوشا ضیغمی,3
11,نرگس محمدی,2
11,احسان خواجه امیری,2
11,هانیه توسلی,3
11,یوسف تیموری,3
11,جهان,1
11,سعدی,2
11,ساسی مانکن,2
11,حافظ ,1
11,شهرام شب پره,2
11,خیام,2
11,حسن شماعی زاده,2
